UserId,Date
"157176","2013-10-02 00:00:00"
"1019227","2013-03-26 00:00:00"
"1122645","2014-01-08 00:00:00"
"1424875","2013-09-05 00:00:00"
"1554034","2013-09-20 00:00:00"
"336557","2013-01-10 00:00:00"
"1818985","2013-01-18 00:00:00"
"485608","2013-10-07 00:00:00"
"889505","2013-02-07 00:00:00"
"1857266","2013-11-04 00:00:00"
"1518974","2013-12-15 00:00:00"
"1968972","2014-02-10 00:00:00"
"122080","2013-06-04 00:00:00"
"2191473","2013-06-04 00:00:00"
"2289509","2013-06-18 00:00:00"
"415409","2013-06-22 00:00:00"
"2628137","2013-11-30 00:00:00"
"2548721","2014-01-14 00:00:00"
"1326539","2013-05-29 00:00:00"
"206410","2013-08-08 00:00:00"
"769220","2013-10-28 00:00:00"
"39277","2013-03-11 00:00:00"
"1643939","2014-01-07 00:00:00"
"1364752","2014-02-25 00:00:00"
"1677272","2014-02-25 00:00:00"
"1493368","2013-08-16 00:00:00"
"543368","2013-09-06 00:00:00"
"2080746","2013-09-17 00:00:00"
"2021114","2013-10-31 00:00:00"
"782381","2013-12-06 00:00:00"
"772385","2014-02-23 00:00:00"
"537173","2013-08-06 00:00:00"
"1403020","2013-09-17 00:00:00"
"2145522","2013-07-02 00:00:00"
"1427849","2013-07-12 00:00:00"
"1601291","2013-08-08 00:00:00"
"612181","2013-08-09 00:00:00"
"1064728","2013-08-22 00:00:00"
"1545046","2013-01-17 00:00:00"
"1838048","2013-01-17 00:00:00"
"750593","2013-10-18 00:00:00"
"576549","2013-11-12 00:00:00"
"54017","2013-02-26 00:00:00"
"411063","2013-03-10 00:00:00"
"246886","2013-04-26 00:00:00"
"2006333","2014-01-28 00:00:00"
"503413","2014-02-16 00:00:00"
"632337","2013-08-21 00:00:00"
"1624921","2013-10-27 00:00:00"
"1726308","2013-04-26 00:00:00"
"1000343","2013-05-12 00:00:00"
"359957","2013-07-23 00:00:00"
"1063783","2013-10-10 00:00:00"
"944634","2013-02-20 00:00:00"
"283854","2013-03-12 00:00:00"
"637517","2013-03-28 00:00:00"
"700228","2013-12-18 00:00:00"
"277304","2013-04-26 00:00:00"
"577926","2013-07-11 00:00:00"
"53158","2013-09-19 00:00:00"
"1488917","2013-01-02 00:00:00"
"215234","2013-01-02 00:00:00"
"1242380","2013-09-29 00:00:00"
"2034041","2013-10-22 00:00:00"
"838733","2013-10-22 00:00:00"
"132910","2013-02-22 00:00:00"
"129032","2013-11-12 00:00:00"
"1309600","2013-04-02 00:00:00"
"1886641","2013-12-11 00:00:00"
"1768690","2013-04-08 00:00:00"
"852571","2014-01-02 00:00:00"
"1173560","2014-01-16 00:00:00"
"1540859","2014-01-29 00:00:00"
"1275574","2014-02-04 00:00:00"
"1584286","2013-06-03 00:00:00"
"1448212","2013-08-02 00:00:00"
"1439688","2013-10-11 00:00:00"
"1503155","2013-12-04 00:00:00"
"814074","2013-12-23 00:00:00"
"2376156","2014-01-12 00:00:00"
"1792792","2014-01-13 00:00:00"
"1029330","2013-09-12 00:00:00"
"2097224","2013-09-16 00:00:00"
"337","2013-01-07 00:00:00"
"418715","2013-03-22 00:00:00"
"1986847","2014-01-13 00:00:00"
"2172825","2014-02-10 00:00:00"
"365237","2013-10-17 00:00:00"
"1073386","2013-10-17 00:00:00"
"1734130","2013-03-07 00:00:00"
"1603072","2013-04-15 00:00:00"
"2340558","2014-01-06 00:00:00"
"2139699","2013-12-05 00:00:00"
"223424","2013-12-24 00:00:00"
"1003994","2013-05-20 00:00:00"
"2022086","2013-05-24 00:00:00"
"1199132","2013-10-22 00:00:00"
"1404425","2014-01-20 00:00:00"
"1206267","2014-01-30 00:00:00"
"2164109","2014-02-15 00:00:00"
"669527","2013-11-04 00:00:00"
"260007","2013-03-08 00:00:00"
"1628280","2014-01-06 00:00:00"
"2886003","2014-02-10 00:00:00"
"25981","2013-06-28 00:00:00"
"519383","2013-07-25 00:00:00"
"1623007","2013-07-25 00:00:00"
"1727645","2013-09-03 00:00:00"
"1288198","2013-09-25 00:00:00"
"1009116","2013-01-04 00:00:00"
"1173729","2013-10-10 00:00:00"
"1789724","2013-12-06 00:00:00"
"248164","2013-04-05 00:00:00"
"1691506","2013-04-06 00:00:00"
"111124","2013-04-18 00:00:00"
"1672897","2013-05-15 00:00:00"
"2580649","2014-02-03 00:00:00"
"925381","2013-05-26 00:00:00"
"37856","2014-02-11 00:00:00"
"307260","2014-02-11 00:00:00"
"1968705","2013-07-23 00:00:00"
"775544","2013-09-05 00:00:00"
"1543541","2013-02-02 00:00:00"
"811240","2013-02-11 00:00:00"
"25163","2013-11-05 00:00:00"
"2600487","2014-01-10 00:00:00"
"634824","2013-05-10 00:00:00"
"2547064","2014-02-19 00:00:00"
"1321640","2013-01-09 00:00:00"
"14149","2013-01-21 00:00:00"
"1155209","2013-12-17 00:00:00"
"2483585","2014-01-10 00:00:00"
"534109","2014-02-27 00:00:00"
"768935","2013-09-22 00:00:00"
"976117","2013-11-15 00:00:00"
"1477611","2013-12-12 00:00:00"
"2036825","2013-12-29 00:00:00"
"343721","2013-05-04 00:00:00"
"1182192","2013-05-14 00:00:00"
"2165552","2013-08-12 00:00:00"
"1627730","2013-01-07 00:00:00"
"263858","2013-10-09 00:00:00"
"427992","2013-01-24 00:00:00"
"2000082","2013-03-06 00:00:00"
"1398409","2013-04-03 00:00:00"
"897637","2014-02-16 00:00:00"
"428260","2013-06-23 00:00:00"
"625782","2013-06-30 00:00:00"
"1791578","2013-07-10 00:00:00"
"240680","2013-07-15 00:00:00"
"491682","2013-01-01 00:00:00"
"956265","2013-02-13 00:00:00"
"634474","2013-10-30 00:00:00"
"772000","2013-04-18 00:00:00"
"1270168","2014-01-15 00:00:00"
"956397","2014-01-15 00:00:00"
"579697","2014-02-02 00:00:00"
"1878375","2013-11-21 00:00:00"
"553404","2013-11-21 00:00:00"
"243870","2013-11-28 00:00:00"
"368896","2014-01-15 00:00:00"
"505722","2014-01-15 00:00:00"
"2499943","2014-02-06 00:00:00"
"421372","2013-01-02 00:00:00"
"2071828","2013-10-04 00:00:00"
"1979001","2013-10-23 00:00:00"
"624003","2013-12-06 00:00:00"
"1238344","2014-02-11 00:00:00"
"421490","2013-08-27 00:00:00"
"2387010","2013-09-03 00:00:00"
"1923699","2013-09-13 00:00:00"
"1238887","2013-10-21 00:00:00"
"1217270","2013-03-05 00:00:00"
"1592648","2013-03-16 00:00:00"
"269581","2014-01-16 00:00:00"
"1134928","2013-05-09 00:00:00"
"2112633","2014-02-14 00:00:00"
"1919155","2013-06-27 00:00:00"
"1887174","2013-07-08 00:00:00"
"1443490","2013-04-03 00:00:00"
"2628956","2014-01-02 00:00:00"
"638061","2013-04-26 00:00:00"
"948909","2013-05-29 00:00:00"
"1879379","2014-02-20 00:00:00"
"1250044","2013-06-15 00:00:00"
"2556117","2013-07-06 00:00:00"
"795339","2013-07-06 00:00:00"
"293099","2013-07-06 00:00:00"
"1597671","2013-11-18 00:00:00"
"1782379","2013-03-06 00:00:00"
"1948156","2013-04-12 00:00:00"
"369707","2014-01-31 00:00:00"
"1599479","2013-06-07 00:00:00"
"1223622","2013-06-20 00:00:00"
"869736","2013-07-12 00:00:00"
"938949","2013-10-17 00:00:00"
"812912","2013-02-08 00:00:00"
"1417997","2013-03-04 00:00:00"
"1446005","2013-12-12 00:00:00"
"188654","2013-12-19 00:00:00"
"1566605","2013-12-28 00:00:00"
"767881","2014-01-26 00:00:00"
"2401736","2014-02-07 00:00:00"
"1432033","2013-06-05 00:00:00"
"41782","2013-01-26 00:00:00"
"558816","2013-10-20 00:00:00"
"1904504","2013-12-24 00:00:00"
"1153362","2013-06-18 00:00:00"
"766570","2013-09-06 00:00:00"
"1672804","2013-11-20 00:00:00"
"715269","2013-12-20 00:00:00"
"972684","2014-01-27 00:00:00"
"1178053","2013-08-27 00:00:00"
"1618189","2013-09-10 00:00:00"
"514065","2013-01-03 00:00:00"
"64633","2013-03-21 00:00:00"
"729907","2014-01-30 00:00:00"
"172029","2014-02-12 00:00:00"
"1164950","2013-08-21 00:00:00"
"451475","2013-01-06 00:00:00"
"989169","2013-01-18 00:00:00"
"1072830","2014-01-06 00:00:00"
"283084","2013-05-02 00:00:00"
"900807","2013-07-05 00:00:00"
"739331","2013-01-11 00:00:00"
"1544153","2013-01-29 00:00:00"
"1465387","2013-02-19 00:00:00"
"887590","2013-02-26 00:00:00"
"784338","2013-11-27 00:00:00"
"250260","2013-11-27 00:00:00"
"2720864","2013-12-18 00:00:00"
"1832745","2014-02-26 00:00:00"
"2097737","2013-10-11 00:00:00"
"2255305","2013-12-22 00:00:00"
"962111","2013-05-25 00:00:00"
"2909797","2014-02-24 00:00:00"
"1523648","2013-07-26 00:00:00"
"529691","2013-01-18 00:00:00"
"94363","2013-01-21 00:00:00"
"2109070","2013-11-23 00:00:00"
"45249","2013-03-20 00:00:00"
"1172002","2013-12-17 00:00:00"
"859596","2013-04-19 00:00:00"
"2568747","2014-01-10 00:00:00"
"1244602","2014-02-03 00:00:00"
"491687","2014-02-07 00:00:00"
"1244816","2013-06-12 00:00:00"
"196844","2013-06-16 00:00:00"
"1118321","2014-02-27 00:00:00"
"319266","2013-07-31 00:00:00"
"202009","2013-08-09 00:00:00"
"1201032","2013-01-05 00:00:00"
"1166285","2013-11-10 00:00:00"
"538216","2013-12-05 00:00:00"
"1550506","2013-04-09 00:00:00"
"157","2014-01-13 00:00:00"
"1046207","2013-04-29 00:00:00"
"1922357","2013-07-20 00:00:00"
"713246","2013-09-12 00:00:00"
"1200545","2013-10-21 00:00:00"
"998158","2013-02-26 00:00:00"
"524475","2013-04-03 00:00:00"
"1777344","2013-04-05 00:00:00"
"295130","2014-01-28 00:00:00"
"189992","2013-05-11 00:00:00"
"2218452","2013-05-11 00:00:00"
"268093","2014-02-08 00:00:00"
"1189885","2014-02-09 00:00:00"
"1961634","2013-06-04 00:00:00"
"1492145","2013-06-04 00:00:00"
"2216715","2014-02-16 00:00:00"
"2094094","2014-02-16 00:00:00"
"781965","2013-01-29 00:00:00"
"888525","2013-01-29 00:00:00"
"1912147","2013-02-13 00:00:00"
"16434","2013-04-30 00:00:00"
"3048495","2014-02-02 00:00:00"
"1151831","2013-06-07 00:00:00"
"940834","2013-11-19 00:00:00"
"505191","2013-11-19 00:00:00"
"2742805","2013-12-18 00:00:00"
"1214800","2013-12-25 00:00:00"
"1397504","2014-01-21 00:00:00"
"1804251","2014-02-23 00:00:00"
"1013719","2013-07-30 00:00:00"
