UserId,Date
"8035568","2017-12-01 00:00:00"
"1071486","2017-12-01 00:00:00"
"7883986","2017-06-21 00:00:00"
"3344612","2017-12-21 00:00:00"
"5715863","2018-01-08 00:00:00"
"7394414","2017-01-26 00:00:00"
"7240790","2018-01-23 00:00:00"
"5349542","2017-08-22 00:00:00"
"5436595","2017-03-14 00:00:00"
"2315360","2017-04-27 00:00:00"
"5215474","2017-07-14 00:00:00"
"1832568","2017-07-19 00:00:00"
"5150898","2017-08-11 00:00:00"
"501739","2017-09-13 00:00:00"
"2457316","2017-11-12 00:00:00"
"3215358","2017-01-12 00:00:00"
"3926995","2018-01-08 00:00:00"
"5359302","2017-07-23 00:00:00"
"4453737","2017-08-30 00:00:00"
"1102051","2017-05-02 00:00:00"
"234590","2017-12-19 00:00:00"
"3037236","2017-01-11 00:00:00"
"8119498","2017-07-12 00:00:00"
"5556440","2018-02-07 00:00:00"
"3005167","2018-02-19 00:00:00"
"2931146","2017-02-26 00:00:00"
"1963964","2017-08-25 00:00:00"
"1790154","2017-04-08 00:00:00"
"7011496","2017-05-15 00:00:00"
"205997","2017-11-10 00:00:00"
"1099045","2017-03-22 00:00:00"
"2788","2017-09-12 00:00:00"
"7688650","2017-03-30 00:00:00"
"962603","2017-05-05 00:00:00"
"2548147","2017-11-14 00:00:00"
"7905714","2017-11-14 00:00:00"
"121363","2017-11-14 00:00:00"
"5209322","2017-11-17 00:00:00"
"5513005","2017-05-30 00:00:00"
"3147123","2018-01-10 00:00:00"
"5038073","2018-02-15 00:00:00"
"6530695","2017-03-12 00:00:00"
"4881811","2017-10-02 00:00:00"
"2137255","2017-09-09 00:00:00"
"3857769","2017-04-25 00:00:00"
"2967965","2017-11-13 00:00:00"
"3758948","2017-11-13 00:00:00"
"1831987","2017-06-03 00:00:00"
"797049","2017-01-03 00:00:00"
"2388943","2017-07-20 00:00:00"
"1422512","2017-02-08 00:00:00"
"6017840","2018-02-01 00:00:00"
"8053001","2018-02-21 00:00:00"
"1575598","2018-02-21 00:00:00"
"5147603","2017-08-19 00:00:00"
"5449250","2017-09-26 00:00:00"
"6240567","2017-05-21 00:00:00"
"7563191","2017-06-02 00:00:00"
"2893693","2017-07-07 00:00:00"
"3233827","2017-01-21 00:00:00"
"3551916","2017-02-19 00:00:00"
"1612432","2017-03-03 00:00:00"
"6794568","2017-09-30 00:00:00"
"1455421","2017-05-03 00:00:00"
"8500110","2017-10-24 00:00:00"
"5237917","2017-12-12 00:00:00"
"7745240","2017-12-19 00:00:00"
"6036809","2017-02-09 00:00:00"
"456564","2018-02-18 00:00:00"
"2053559","2017-03-02 00:00:00"
"3881320","2017-10-19 00:00:00"
"1207539","2017-06-23 00:00:00"
"8094213","2018-01-04 00:00:00"
"3201403","2017-01-17 00:00:00"
"3606232","2017-07-30 00:00:00"
"2460773","2017-08-10 00:00:00"
"1172545","2017-08-10 00:00:00"
"2968650","2017-09-07 00:00:00"
"6592263","2017-09-18 00:00:00"
"1858225","2017-10-11 00:00:00"
"3494439","2017-11-25 00:00:00"
"6143482","2017-12-22 00:00:00"
"4446383","2017-02-06 00:00:00"
"6935152","2017-09-24 00:00:00"
"2756517","2017-09-29 00:00:00"
"5217712","2017-05-16 00:00:00"
"8538799","2017-11-13 00:00:00"
"3364266","2017-11-16 00:00:00"
"1251861","2017-12-15 00:00:00"
"2454357","2018-02-02 00:00:00"
"6305294","2017-08-28 00:00:00"
"1705337","2017-03-15 00:00:00"
"2162893","2017-03-25 00:00:00"
"261798","2017-09-27 00:00:00"
"518853","2017-10-27 00:00:00"
"7296893","2017-10-27 00:00:00"
"5993438","2017-05-29 00:00:00"
"4907913","2017-05-29 00:00:00"
"525169","2017-01-02 00:00:00"
"31317","2017-01-05 00:00:00"
"1785223","2018-01-10 00:00:00"
"213685","2017-07-23 00:00:00"
"1328439","2017-08-09 00:00:00"
"1854345","2017-09-01 00:00:00"
"6662421","2017-09-25 00:00:00"
"4302070","2017-04-20 00:00:00"
"1328605","2017-04-26 00:00:00"
"270371","2017-04-26 00:00:00"
"404556","2017-11-19 00:00:00"
"5657569","2017-11-27 00:00:00"
"4537297","2017-01-17 00:00:00"
"5156280","2017-09-05 00:00:00"
"8487106","2017-10-17 00:00:00"
"8758014","2017-10-29 00:00:00"
"3675035","2017-05-25 00:00:00"
"2244081","2017-11-20 00:00:00"
"1458144","2017-05-28 00:00:00"
"3656904","2017-07-29 00:00:00"
"220935","2017-08-23 00:00:00"
"1001643","2017-03-16 00:00:00"
"5619299","2017-11-20 00:00:00"
"1995738","2017-06-05 00:00:00"
"1915893","2017-07-17 00:00:00"
"1283118","2017-07-20 00:00:00"
"3729797","2018-01-23 00:00:00"
"4523305","2017-02-13 00:00:00"
"1961728","2017-08-04 00:00:00"
"6051536","2017-10-01 00:00:00"
"6766146","2017-12-09 00:00:00"
"8089770","2017-12-21 00:00:00"
"5055190","2017-05-15 00:00:00"
"5751805","2017-01-12 00:00:00"
"5323540","2017-07-29 00:00:00"
"6256482","2017-08-16 00:00:00"
"2509078","2017-08-30 00:00:00"
"2482874","2017-09-15 00:00:00"
"7644018","2017-09-27 00:00:00"
"881032","2017-10-24 00:00:00"
"7347631","2017-12-23 00:00:00"
"6359698","2017-12-28 00:00:00"
"2013229","2017-08-01 00:00:00"
"7785027","2017-09-13 00:00:00"
"5362916","2017-04-04 00:00:00"
"6415268","2017-10-10 00:00:00"
"131187","2017-05-10 00:00:00"
"6857662","2017-01-03 00:00:00"
"1787434","2018-02-20 00:00:00"
"4427777","2018-02-23 00:00:00"
"4385647","2018-02-28 00:00:00"
"4315380","2017-04-03 00:00:00"
"3015734","2017-05-17 00:00:00"
"5967179","2017-07-10 00:00:00"
"2833516","2017-07-10 00:00:00"
"6081445","2017-01-28 00:00:00"
"297243","2017-02-07 00:00:00"
"6999200","2017-08-01 00:00:00"
"1388292","2017-03-07 00:00:00"
"7668911","2017-03-17 00:00:00"
"3739382","2017-10-19 00:00:00"
"4672474","2017-05-10 00:00:00"
"2226988","2017-11-23 00:00:00"
"706020","2017-12-15 00:00:00"
"4133798","2017-01-04 00:00:00"
"1112586","2018-02-13 00:00:00"
"7393973","2017-03-02 00:00:00"
"769871","2017-03-02 00:00:00"
"6110371","2017-03-08 00:00:00"
"41021","2017-09-23 00:00:00"
"580951","2017-04-14 00:00:00"
"4407564","2017-10-31 00:00:00"
"6035703","2017-11-05 00:00:00"
"334493","2017-06-06 00:00:00"
"975624","2017-06-15 00:00:00"
"4634527","2017-12-20 00:00:00"
"6564276","2018-01-24 00:00:00"
"5011484","2018-01-25 00:00:00"
"2231182","2017-03-21 00:00:00"
"7334327","2017-05-21 00:00:00"
"7699452","2017-12-10 00:00:00"
"3677457","2018-01-29 00:00:00"
"4349415","2017-12-19 00:00:00"
"1401510","2018-01-06 00:00:00"
"974781","2017-03-03 00:00:00"
"199364","2017-03-09 00:00:00"
"3181136","2017-03-09 00:00:00"
"1354939","2017-09-11 00:00:00"
"1454879","2017-09-16 00:00:00"
"7108457","2017-04-12 00:00:00"
"8112541","2017-11-16 00:00:00"
"2811256","2017-02-06 00:00:00"
"514878","2017-08-31 00:00:00"
"7362128","2017-03-15 00:00:00"
"933980","2017-09-10 00:00:00"
"3152549","2017-09-18 00:00:00"
"1493294","2017-10-18 00:00:00"
"297257","2017-10-18 00:00:00"
"5291477","2017-10-31 00:00:00"
"1440057","2017-05-24 00:00:00"
"2772066","2017-06-01 00:00:00"
"6478047","2017-12-26 00:00:00"
"2128166","2017-08-04 00:00:00"
"5699329","2017-04-03 00:00:00"
"1630963","2017-05-04 00:00:00"
"1200183","2017-11-06 00:00:00"
"1977104","2017-11-21 00:00:00"
"139361","2017-06-11 00:00:00"
"117658","2017-06-14 00:00:00"
"978057","2017-07-11 00:00:00"
"4653379","2017-09-29 00:00:00"
"4081336","2017-04-16 00:00:00"
"1535853","2017-12-07 00:00:00"
"8770663","2018-02-09 00:00:00"
"2382734","2017-07-09 00:00:00"
"170352","2017-02-11 00:00:00"
"1244721","2017-02-14 00:00:00"
"5180509","2017-02-27 00:00:00"
"3736442","2017-01-07 00:00:00"
"5821354","2018-02-07 00:00:00"
"43615","2017-09-03 00:00:00"
"7802200","2017-05-12 00:00:00"
"8058175","2017-05-25 00:00:00"
"4031953","2017-11-28 00:00:00"
"7437058","2017-12-18 00:00:00"
"1741016","2018-02-22 00:00:00"
"3432984","2018-02-22 00:00:00"
"21061","2018-02-28 00:00:00"
"23567","2017-04-01 00:00:00"
"182344","2017-06-12 00:00:00"
"6941627","2017-07-26 00:00:00"
"265261","2018-02-03 00:00:00"
"5357992","2017-08-02 00:00:00"
"4933696","2017-08-04 00:00:00"
"3324481","2017-02-18 00:00:00"
"918496","2017-09-02 00:00:00"
"6121643","2017-11-04 00:00:00"
"2193020","2017-11-22 00:00:00"
"18160","2017-01-12 00:00:00"
"6626093","2017-08-18 00:00:00"
"5991255","2018-02-28 00:00:00"
"3975963","2017-05-02 00:00:00"
"2131286","2017-12-17 00:00:00"
"2859614","2017-02-14 00:00:00"
"2830834","2018-02-15 00:00:00"
"4680436","2017-08-26 00:00:00"
"6654773","2017-03-19 00:00:00"
"1751946","2017-05-10 00:00:00"
"4923629","2017-05-17 00:00:00"
"3382203","2017-05-27 00:00:00"
"1694043","2017-12-04 00:00:00"
"6539189","2018-01-03 00:00:00"
"7281091","2017-07-27 00:00:00"
"7610968","2018-01-30 00:00:00"
"5612858","2017-10-05 00:00:00"
"2740386","2017-10-26 00:00:00"
"6768585","2017-10-26 00:00:00"
"1334695","2017-07-18 00:00:00"
"5021963","2017-01-31 00:00:00"
"507761","2017-07-02 00:00:00"
"23033","2018-01-09 00:00:00"
"8670372","2018-01-25 00:00:00"
"2209666","2018-02-05 00:00:00"
"8629960","2018-02-13 00:00:00"
"6614295","2017-03-02 00:00:00"
"104891","2017-03-02 00:00:00"
"4464871","2017-03-08 00:00:00"
"4498831","2017-08-25 00:00:00"
"3640645","2017-04-02 00:00:00"
"5367486","2017-04-25 00:00:00"
"1256452","2017-06-26 00:00:00"
"6043170","2017-01-10 00:00:00"
"698122","2017-07-25 00:00:00"
"1897312","2018-01-28 00:00:00"
"3690024","2017-02-08 00:00:00"
"3474089","2017-08-23 00:00:00"
"8088208","2017-09-04 00:00:00"
"2960458","2017-09-22 00:00:00"
"956198","2017-10-17 00:00:00"
"1107580","2017-10-25 00:00:00"
"8036670","2017-11-15 00:00:00"
"109880","2017-12-14 00:00:00"
"8046353","2017-07-05 00:00:00"
"4286992","2017-07-07 00:00:00"
"3946728","2018-01-06 00:00:00"
"4349396","2017-07-12 00:00:00"
"4130289","2017-09-12 00:00:00"
"2493235","2017-10-03 00:00:00"
"2295034","2017-05-15 00:00:00"
"1336174","2017-06-09 00:00:00"
"7808133","2017-06-09 00:00:00"
"1489885","2017-12-05 00:00:00"
"5149922","2017-01-05 00:00:00"
"4872155","2017-01-09 00:00:00"
"3535298","2017-07-15 00:00:00"
"90081","2017-02-07 00:00:00"
"1273298","2017-02-28 00:00:00"
"7310344","2017-03-09 00:00:00"
"3950370","2017-08-30 00:00:00"
"2392157","2017-09-25 00:00:00"
"150926","2017-11-03 00:00:00"
"2849613","2017-07-24 00:00:00"
"7964527","2018-02-08 00:00:00"
"6719047","2017-08-10 00:00:00"
"4573410","2017-09-17 00:00:00"
"7814526","2017-10-02 00:00:00"
"6509507","2017-11-07 00:00:00"
"3110695","2017-05-31 00:00:00"
"3144928","2017-01-08 00:00:00"
"7256228","2017-07-12 00:00:00"
